7428,SUNIL CYRIAC,1:00:49,0:06:05,2131of 8179,1985of 6534,40 to 44 yrs Male
7430,SUJANYA RUDRAPPA,0:53:51,0:05:24,1086of 8179,1021of 6534,45 to 49 yrs Male
7432,ANKUR GUPTA,1:11:30,0:07:09,4070of 8179,3658of 6534,45 to 49 yrs Male
7433,KRISHNAMURTHY PADMANABHAN,0:59:59,0:06:00,1984of 8179,1851of 6534,50 to 54 yrs Male
7434,SOMNATH PAUL,1:05:53,0:06:36,3085of 8179,2816of 6534,40 to 44 yrs Male
7435,GOVINDAN VENKATESAN,1:29:50,0:08:59,6823of 8179,5757of 6534,50 to 54 yrs Male
7436,SAI KIRAN NATARAJA,1:33:27,0:09:21,7124of 8179,5938of 6534,25 to 29 yrs Male
7437,JIGAR VORA,1:11:02,0:07:07,3997of 8179,3593of 6534,35 to 39 yrs Male
7442,TITUS MICHAEL,1:39:55,0:10:00,7583of 8179,6209of 6534,25 to 29 yrs Male
7443,HARSHAD DEO,1:04:50,0:06:29,2874of 8179,2637of 6534,30 to 34 yrs Male
7444,SUKHBIR SINGH DANG,0:58:38,0:05:52,1737of 8179,1626of 6534,45 to 49 yrs Male
7445,MANJU CHANDRASHEKARAIAH,0:40:03,0:04:01,109of 8179,107of 6534,35 to 39 yrs Male
7446,PONNISELVAN KANNIAPPAN,0:55:02,0:05:31,1230of 8179,1155of 6534,35 to 39 yrs Male
7447,GOURAV PATHAK,0:54:17,0:05:26,1135of 8179,1069of 6534,20 to 24 yrs Male
7448,PANKAJ SAMANTARAY,1:48:33,0:10:52,7877of 8179,6384of 6534,30 to 34 yrs Male
7449,CHACKO JACOB,1:11:57,0:07:12,4148of 8179,3725of 6534,30 to 34 yrs Male
7450,MEHAR KUCHIMANCHI,0:59:08,0:05:55,1837of 8179,1712of 6534,45 to 49 yrs Male
7451,SANDIP JADHAV,0:53:33,0:05:22,1051of 8179,990of 6534,45 to 49 yrs Male
7453,PARIMAL MUKUNDA,0:58:34,0:05:52,1728of 8179,1618of 6534,30 to 34 yrs Male
7454,AMIT BALLANI,0:43:56,0:04:24,218of 8179,209of 6534,45 to 49 yrs Male
7455,AKASH SINGH SEN,0:56:11,0:05:38,1378of 8179,1294of 6534,35 to 39 yrs Male
7456,SREEHARI PRAHLLAD,1:19:55,0:08:00,5526of 8179,4805of 6534,25 to 29 yrs Male
7457,AMEY GODE,1:03:58,0:06:24,2714of 8179,2502of 6534,35 to 39 yrs Male
7459,JASIR DP,0:43:38,0:04:22,207of 8179,199of 6534,30 to 34 yrs Male
7460,SHAILESH BUDHAWALE,0:51:37,0:05:10,835of 8179,791of 6534,25 to 29 yrs Male
7462,ANOOP NAIR,1:12:49,0:07:17,4293of 8179,3846of 6534,35 to 39 yrs Male
7465,HARISH PONNAPPA,0:47:52,0:04:48,463of 8179,438of 6534,45 to 49 yrs Male
7467,VISWANATH MU,0:42:22,0:04:15,170of 8179,164of 6534,30 to 34 yrs Male
7472,SURAJ HEGDE,1:21:05,0:08:07,5713of 8179,4960of 6534,45 to 49 yrs Male
7473,GURUPRASAD N BHAT,1:03:58,0:06:24,2715of 8179,2503of 6534,40 to 44 yrs Male
7475,VEERA BHADRA RAO V,1:24:58,0:08:30,6214of 8179,5322of 6534,60 to 64 yrs Male
7476,ATUL ARYA,0:54:14,0:05:26,1131of 8179,1066of 6534,50 to 54 yrs Male
7477,RAJESH V,1:19:17,0:07:56,5417of 8179,4722of 6534,50 to 54 yrs Male
7479,VINOD SRINIVAS,0:57:31,0:05:46,1553of 8179,1457of 6534,40 to 44 yrs Male
7482,ARJUN DHAWAN,1:25:45,0:08:35,6306of 8179,5383of 6534,35 to 39 yrs Male
7483,CHANDRASHEKAR M,0:51:46,0:05:11,854of 8179,808of 6534,35 to 39 yrs Male
7485,SANJAY RAINA,1:00:25,0:06:03,2064of 8179,1928of 6534,50 to 54 yrs Male
7486,CHINMAY JOSHI,1:16:58,0:07:42,5043of 8179,4434of 6534,20 to 24 yrs Male
7488,PRAKASAM RAMACHANDRAN,1:06:16,0:06:38,3139of 8179,2861of 6534,40 to 44 yrs Male
7489,HEROJIT SINGH NONGMAITHEM,1:18:29,0:07:51,5293of 8179,4622of 6534,45 to 49 yrs Male
7490,KIRAN V N,1:25:09,0:08:31,6242of 8179,5340of 6534,45 to 49 yrs Male
7491,SIDDHARTHA SENGUPTA,0:51:01,0:05:07,776of 8179,733of 6534,30 to 34 yrs Male
7493,SUMIT KUMAR,1:20:16,0:08:02,5586of 8179,4856of 6534,35 to 39 yrs Male
7494,RITESH KASHYAP,1:03:32,0:06:22,2621of 8179,2425of 6534,35 to 39 yrs Male
7495,YOGESH GURUNG,1:05:46,0:06:35,3070of 8179,2807of 6534,45 to 49 yrs Male
7496,AS KIRAN,1:07:24,0:06:45,3350of 8179,3047of 6534,50 to 54 yrs Male
7497,SATNAM SINGH,1:16:09,0:07:37,4899of 8179,4325of 6534,45 to 49 yrs Male
7498,VEERARAJ URS B,0:54:13,0:05:26,1129of 8179,1064of 6534,60 to 64 yrs Male
7500,BHARAT KORRAPATI,0:57:33,0:05:46,1560of 8179,1464of 6534,40 to 44 yrs Male
7502,SANTOSH RAI,0:59:31,0:05:58,1907of 8179,1780of 6534,45 to 49 yrs Male
7503,YASUSHI OYAMA,1:01:46,0:06:11,2312of 8179,2148of 6534,50 to 54 yrs Male
7504,TEJESHWAR GOUD H,1:10:15,0:07:02,3855of 8179,3475of 6534,30 to 34 yrs Male
7505,BISWAROOP BASU,1:12:54,0:07:18,4305of 8179,3857of 6534,30 to 34 yrs Male
7506,HEMANTH PALADUGU,0:53:47,0:05:23,1079of 8179,1014of 6534,20 to 24 yrs Male
7507,VED PRAKASH,1:04:42,0:06:29,2855of 8179,2621of 6534,30 to 34 yrs Male
7508,RAKESH GM,1:18:12,0:07:50,5231of 8179,4578of 6534,30 to 34 yrs Male
7509,VED PARKASH,0:58:03,0:05:49,1631of 8179,1531of 6534,35 to 39 yrs Male
7510,SRIKANT SREE RAM,1:01:47,0:06:11,2319of 8179,2155of 6534,40 to 44 yrs Male
7512,MUKUND THAKKAR,0:52:45,0:05:17,965of 8179,911of 6534,30 to 34 yrs Male
7513,RAHUL SHARMA,1:00:33,0:06:04,2088of 8179,1951of 6534,35 to 39 yrs Male
7514,ASHUTOSH VYAS,0:49:29,0:04:57,617of 8179,584of 6534,35 to 39 yrs Male
7515,RAJENDRA PAWAR,0:52:43,0:05:17,960of 8179,907of 6534,60 to 64 yrs Male
7517,DIPAYAN PAL,1:26:16,0:08:38,6374of 8179,5433of 6534,30 to 34 yrs Male
7518,SANDEEP MOHAPATRA,1:07:10,0:06:43,3303of 8179,3005of 6534,45 to 49 yrs Male
7519,SADANAND DIXIT,0:57:25,0:05:45,1542of 8179,1446of 6534,25 to 29 yrs Male
7520,ABHIJITH DAMODAR,1:10:44,0:07:05,3951of 8179,3557of 6534,45 to 49 yrs Male
7522,ANKIT SRIVASTAVA,1:07:37,0:06:46,3381of 8179,3068of 6534,35 to 39 yrs Male
7523,SURYA KUMAR VELLAICHAMY,0:56:16,0:05:38,1390of 8179,1305of 6534,30 to 34 yrs Male
7525,VIVEK SINGH,0:56:11,0:05:38,1381of 8179,1297of 6534,35 to 39 yrs Male
7526,BHASKAR PANDETI,0:49:51,0:05:00,661of 8179,623of 6534,45 to 49 yrs Male
7527,JAGAN GIRISABALLA,1:16:13,0:07:38,4910of 8179,4335of 6534,45 to 49 yrs Male
7528,YATISH GUJARATHI,1:28:10,0:08:49,6625of 8179,5613of 6534,55 to 59 yrs Male
7531,RAJEEV LATH,0:54:03,0:05:25,1106of 8179,1041of 6534,50 to 54 yrs Male
7533,AMIT SINGH,1:02:14,0:06:14,2389of 8179,2220of 6534,35 to 39 yrs Male
7534,KASI VISWANATHAN K,0:58:01,0:05:49,1622of 8179,1522of 6534,20 to 24 yrs Male
7535,RENITH THIRUKANDATHIL,0:58:02,0:05:49,1625of 8179,1525of 6534,40 to 44 yrs Male
7536,SUNIL KUMAR TEKUMAL,1:36:44,0:09:41,7393of 8179,6105of 6534,40 to 44 yrs Male
7537,SUKRIT CHATTERJI,1:08:46,0:06:53,3600of 8179,3250of 6534,20 to 24 yrs Male
7538,MAYANK SHARMA,1:20:37,0:08:04,5631of 8179,4893of 6534,55 to 59 yrs Male
7539,SANKET KAMBLE,0:56:25,0:05:39,1410of 8179,1323of 6534,25 to 29 yrs Male
7540,RAKESH MUDALIAR,0:54:16,0:05:26,1134of 8179,1068of 6534,40 to 44 yrs Male
7541,RAVIKIRAN RAMACHANDRA,1:22:30,0:08:15,5923of 8179,5111of 6534,30 to 34 yrs Male
7542,DIPENDAR SINGH,1:08:20,0:06:50,3519of 8179,3184of 6534,35 to 39 yrs Male
7543,MAHESH HARIHARAN,1:20:38,0:08:04,5637of 8179,4898of 6534,35 to 39 yrs Male
7544,PARTHA SAHA,1:02:46,0:06:17,2484of 8179,2301of 6534,60 to 64 yrs Male
7545,VINAY BHARDWAJ,1:15:04,0:07:31,4721of 8179,4191of 6534,45 to 49 yrs Male
7546,PUSHPENDRA TIWARI,0:58:49,0:05:53,1774of 8179,1657of 6534,35 to 39 yrs Male
7548,SUNNY SHARMA,0:51:51,0:05:12,868of 8179,821of 6534,35 to 39 yrs Male
7549,MIRNAL SEN,0:40:35,0:04:04,123of 8179,121of 6534,30 to 34 yrs Male
7550,PARWINDER SINGH,0:43:39,0:04:22,208of 8179,200of 6534,30 to 34 yrs Male
7551,SHAIJU THOMAS,0:50:35,0:05:04,731of 8179,689of 6534,40 to 44 yrs Male
7553,SALU CHERIAN,1:00:33,0:06:04,2089of 8179,1952of 6534,40 to 44 yrs Male
7554,ASHISH AGRAWAL,0:48:52,0:04:54,554of 8179,525of 6534,40 to 44 yrs Male
7555,KIRAN NATH,1:13:57,0:07:24,4506of 8179,4019of 6534,35 to 39 yrs Male
7556,RAHUL LELE,1:04:26,0:06:27,2806of 8179,2580of 6534,35 to 39 yrs Male
7558,JAYAKUMAR AS,1:14:57,0:07:30,4699of 8179,4172of 6534,35 to 39 yrs Male
7559,PRASHANTH JOSHI,0:58:52,0:05:54,1780of 8179,1663of 6534,35 to 39 yrs Male
7561,PRANESHA MANCHAIAH,0:47:15,0:04:44,416of 8179,394of 6534,40 to 44 yrs Male
7562,ANVAY NADKARNI,0:42:09,0:04:13,161of 8179,155of 6534,20 to 24 yrs Male
7563,MOHAN KUMAR V,0:58:36,0:05:52,1732of 8179,1622of 6534,30 to 34 yrs Male
7565,RANJIT KANBARKAR,0:41:02,0:04:07,133of 8179,130of 6534,50 to 54 yrs Male
7566,SHIVA IYER,1:10:36,0:07:04,3932of 8179,3540of 6534,35 to 39 yrs Male
7567,HEMACHANDRA S K,1:19:28,0:07:57,5457of 8179,4752of 6534,25 to 29 yrs Male
7568,SUMANTH SUVARNA,0:54:52,0:05:30,1210of 8179,1138of 6534,20 to 24 yrs Male
7570,SIDDHARTH PAMIDI,1:08:31,0:06:52,3556of 8179,3217of 6534,15 to 19 yrs Male
7573,SHUBHAM JHA,1:14:03,0:07:25,4526of 8179,4038of 6534,25 to 29 yrs Male
7574,GAUTAM SALUJA,0:51:34,0:05:10,830of 8179,786of 6534,35 to 39 yrs Male
7576,UMESH PAWAR,0:58:04,0:05:49,1632of 8179,1532of 6534,35 to 39 yrs Male
7577,USHA MANOHAR,1:33:53,0:09:24,7175of 8179,1203of 1645,25 to 29 yrs Female
7580,DILROSH P S,1:03:17,0:06:20,2578of 8179,2385of 6534,30 to 34 yrs Male
7581,DIPAK KUMAR RAI,1:02:36,0:06:16,2439of 8179,2264of 6534,35 to 39 yrs Male
7582,DEEPAK VARADARAJ,1:22:10,0:08:13,5878of 8179,5076of 6534,30 to 34 yrs Male
7583,ABIJITH RAVI,1:07:47,0:06:47,3419of 8179,3098of 6534,25 to 29 yrs Male
7585,ROHIT RAO,1:15:03,0:07:31,4716of 8179,4187of 6534,40 to 44 yrs Male
7587,MANDEEP SINGH,1:07:05,0:06:43,3286of 8179,2989of 6534,40 to 44 yrs Male
7590,NITHIN KAIMAL,1:04:35,0:06:28,2827of 8179,2598of 6534,40 to 44 yrs Male
7591,ROSHAN MALWAL,0:50:13,0:05:02,702of 8179,661of 6534,40 to 44 yrs Male
7592,VAIDY RAJAGOPAL,1:01:37,0:06:10,2280of 8179,2119of 6534,50 to 54 yrs Male
7594,SUBHRA PRATIM BHATTACHARJEE,1:24:02,0:08:25,6114of 8179,5250of 6534,35 to 39 yrs Male
7595,PANKAJ KUMAR,1:10:28,0:07:03,3899of 8179,3512of 6534,35 to 39 yrs Male
7596,CHANDRA SHEKAR,0:48:20,0:04:50,506of 8179,480of 6534,25 to 29 yrs Male
7597,PANKAJ PADOLE,1:05:20,0:06:32,2983of 8179,2736of 6534,40 to 44 yrs Male
7598,SHIVRAJ GOWDA,1:02:19,0:06:14,2404of 8179,2233of 6534,40 to 44 yrs Male
7599,PRATHAMESH SADADEKAR,1:11:34,0:07:10,4087of 8179,3672of 6534,30 to 34 yrs Male
7600,SADA RAM THAKUR,0:54:02,0:05:25,1101of 8179,1036of 6534,35 to 39 yrs Male
7602,CHANDRASHEKHARA SHIVAKUMAR,1:00:33,0:06:04,2090of 8179,1953of 6534,55 to 59 yrs Male
7603,ABHISHEK TIWARI,0:51:37,0:05:10,834of 8179,790of 6534,40 to 44 yrs Male
7604,RAVI KUMAR,1:08:02,0:06:49,3459of 8179,3129of 6534,50 to 54 yrs Male
7605,KULJIT SINGH,0:40:36,0:04:04,124of 8179,122of 6534,40 to 44 yrs Male
7607,MANISH PANDEY,1:26:28,0:08:39,6403of 8179,5455of 6534,50 to 54 yrs Male
7609,VINAY KUMAR V,1:10:44,0:07:05,3954of 8179,3560of 6534,35 to 39 yrs Male
7612,SUNIL KUMAR,0:56:27,0:05:39,1418of 8179,1331of 6534,35 to 39 yrs Male
7613,RAJENDRA MANIKONDA,1:05:43,0:06:35,3059of 8179,2799of 6534,55 to 59 yrs Male
7614,SANJAY KUMAR,0:50:38,0:05:04,736of 8179,694of 6534,20 to 24 yrs Male
7615,RYO MAKINO,0:51:27,0:05:09,819of 8179,775of 6534,40 to 44 yrs Male
7616,HARVEEN SINGH JOHAR,0:49:24,0:04:57,608of 8179,575of 6534,35 to 39 yrs Male
7617,GIRINDRA RAO,1:01:54,0:06:12,2335of 8179,2171of 6534,40 to 44 yrs Male
7618,SANJAY RAMANAND,1:00:48,0:06:05,2127of 8179,1982of 6534,45 to 49 yrs Male
7619,PAVAN MURTHY,1:35:13,0:09:32,7285of 8179,6037of 6534,40 to 44 yrs Male
7620,MAULINATH DAS,1:00:59,0:06:06,2171of 8179,2022of 6534,45 to 49 yrs Male
7621,NISHANT BANERJEE,0:51:03,0:05:07,778of 8179,735of 6534,40 to 44 yrs Male
7624,KANNAN KRISHNAMURTHY,0:56:46,0:05:41,1462of 8179,1371of 6534,40 to 44 yrs Male
7625,SUNIL S REDDY,1:10:50,0:07:05,3970of 8179,3574of 6534,35 to 39 yrs Male
7626,RAJESH RAMAN,0:56:43,0:05:41,1447of 8179,1356of 6534,40 to 44 yrs Male
7627,DEEPAK MISHRA,1:08:03,0:06:49,3462of 8179,3132of 6534,25 to 29 yrs Male
7629,MOHAN KUMAR PARTHASARATHY,1:27:51,0:08:48,6582of 8179,5580of 6534,40 to 44 yrs Male
7630,SANDEEP SINGH,0:56:50,0:05:41,1470of 8179,1378of 6534,40 to 44 yrs Male
7637,SURESH KANNAMMANVAR,0:45:59,0:04:36,323of 8179,305of 6534,30 to 34 yrs Male
7638,DR GURUKULAM RAM PRASAD REDDY,1:07:21,0:06:45,3335of 8179,3032of 6534,45 to 49 yrs Male
7640,KANWAR JIT SINGH,1:11:13,0:07:08,4025of 8179,3616of 6534,55 to 59 yrs Male
7641,VIKAS KUMAR,1:02:50,0:06:17,2500of 8179,2315of 6534,30 to 34 yrs Male
7642,SUNNY GUPTA,0:46:13,0:04:38,338of 8179,320of 6534,25 to 29 yrs Male
7643,YOGANARASIMHA GR,1:10:53,0:07:06,3978of 8179,3581of 6534,50 to 54 yrs Male
7644,SAJITH KUMAR,0:49:14,0:04:56,593of 8179,561of 6534,40 to 44 yrs Male
7645,PRASEN MOUDGAL,1:00:55,0:06:06,2152of 8179,2004of 6534,25 to 29 yrs Male
7646,AJAY AGRAWAL,1:03:53,0:06:24,2698of 8179,2489of 6534,40 to 44 yrs Male
7647,SUDARSHAN JOSHI,1:22:08,0:08:13,5876of 8179,5074of 6534,45 to 49 yrs Male
7648,ASHWIN NAIR,0:49:22,0:04:57,603of 8179,571of 6534,25 to 29 yrs Male
7649,RAJNISH BHATNAGAR,1:07:54,0:06:48,3436of 8179,3110of 6534,50 to 54 yrs Male
7650,DUSHYANT PARIHAR,0:43:37,0:04:22,206of 8179,198of 6534,30 to 34 yrs Male
7651,JAGADISH CHANDRA JOSHI,1:08:37,0:06:52,3574of 8179,3233of 6534,40 to 44 yrs Male
7652,JAYA PRAKASH VANKA,1:02:35,0:06:16,2438of 8179,2263of 6534,35 to 39 yrs Male
7653,CHETAN KUMAR GOPINATH,1:52:36,0:11:16,7972of 8179,6434of 6534,35 to 39 yrs Male
7654,RAMESH KODUVAYUR,1:10:39,0:07:04,3938of 8179,3546of 6534,55 to 59 yrs Male
7655,SUDHIR RAO,1:10:12,0:07:02,3843of 8179,3465of 6534,40 to 44 yrs Male
7656,RAJNISH VEDI,1:05:12,0:06:32,2955of 8179,2712of 6534,40 to 44 yrs Male
7657,ARUN PRASAD PALANISWAMY,0:49:43,0:04:59,645of 8179,608of 6534,45 to 49 yrs Male
7660,PINAKI GHOSH,1:52:35,0:11:16,7970of 8179,6433of 6534,35 to 39 yrs Male
7661,ANAND SONIMINDE,0:48:13,0:04:50,499of 8179,473of 6534,40 to 44 yrs Male
7665,SIVALINGAM ANANDHAN,0:59:36,0:05:58,1922of 8179,1792of 6534,45 to 49 yrs Male
7666,ABHISHEK BURMA,0:42:31,0:04:16,176of 8179,170of 6534,25 to 29 yrs Male
7667,POOJITH PRAKASH,1:10:34,0:07:04,3922of 8179,3531of 6534,25 to 29 yrs Male
7668,KRITYA NAND JHA,1:04:15,0:06:26,2769of 8179,2552of 6534,30 to 34 yrs Male
7669,MATHEW GOMES,1:20:51,0:08:06,5667of 8179,4921of 6534,45 to 49 yrs Male
7670,SUDEEP DULAR,0:51:27,0:05:09,820of 8179,776of 6534,35 to 39 yrs Male
7671,GUNNVANT SAINI,1:02:12,0:06:14,2381of 8179,2212of 6534,30 to 34 yrs Male
7672,MANJUNATH SHIVARAM,0:52:06,0:05:13,895of 8179,846of 6534,40 to 44 yrs Male
7673,ARIJIT GANGULY,0:49:54,0:05:00,669of 8179,630of 6534,40 to 44 yrs Male
7675,SUDHEER NAYAK,1:21:53,0:08:12,5835of 8179,5046of 6534,40 to 44 yrs Male
7677,ASHISH SEELWANI,1:06:13,0:06:38,3132of 8179,2856of 6534,25 to 29 yrs Male
7680,RAJINDER KUMAR,1:25:47,0:08:35,6312of 8179,5388of 6534,50 to 54 yrs Male
7681,ANAND NARAYAN,0:55:32,0:05:34,1294of 8179,1215of 6534,55 to 59 yrs Male
7682,VIKAS SATYAMURTHY,1:13:11,0:07:20,4358of 8179,3901of 6534,30 to 34 yrs Male
7683,RAMCHAND B K,1:20:22,0:08:03,5596of 8179,4865of 6534,55 to 59 yrs Male
7684,PRABHATH KIRAN DIVAKARA,0:53:43,0:05:23,1070of 8179,1007of 6534,45 to 49 yrs Male
7687,SUSHIL KUMAR,0:59:41,0:05:59,1935of 8179,1805of 6534,45 to 49 yrs Male
7688,AKHIL SHAH,0:44:21,0:04:27,239of 8179,230of 6534,30 to 34 yrs Male
7689,DR SRINIVASA RAO,1:05:30,0:06:33,3006of 8179,2754of 6534,60 to 64 yrs Male
7690,AUGUSTIN SOLOMON,0:49:13,0:04:56,591of 8179,559of 6534,40 to 44 yrs Male
7691,JEEVAN SINGH BISHT,0:51:28,0:05:09,821of 8179,777of 6534,55 to 59 yrs Male
7692,NITHIN DEVARAJAN,0:51:05,0:05:07,780of 8179,737of 6534,40 to 44 yrs Male
7693,SHIVAKUMAR LAXAMANAGOUDAR,0:54:22,0:05:27,1149of 8179,1083of 6534,50 to 54 yrs Male
7694,RAMESH SANTHANAM,1:10:40,0:07:04,3940of 8179,3547of 6534,55 to 59 yrs Male
7696,BHANU SINGH,1:23:12,0:08:20,6021of 8179,5187of 6534,35 to 39 yrs Male
7697,PANISH HANGAL,1:09:32,0:06:58,3728of 8179,3366of 6534,45 to 49 yrs Male
7698,VARUN KUMAR MAHADEVAIAH,0:59:04,0:05:55,1827of 8179,1704of 6534,40 to 44 yrs Male
7699,GAURAV DESAI,1:00:06,0:06:01,2009of 8179,1876of 6534,35 to 39 yrs Male
7701,CHANDRAN BALASUBRAMANY,0:48:06,0:04:49,484of 8179,459of 6534,40 to 44 yrs Male
7707,SUNIL KUMAR,1:10:29,0:07:03,3903of 8179,3516of 6534,40 to 44 yrs Male
7708,RAGHUVEER MADYASTHA,1:06:34,0:06:40,3187of 8179,2901of 6534,50 to 54 yrs Male
7709,SHREYAS SM,1:29:22,0:08:57,6769of 8179,5718of 6534,30 to 34 yrs Male
7710,MANOJ KUMAR,0:43:35,0:04:22,203of 8179,195of 6534,25 to 29 yrs Male
7713,HARSHA H S,0:54:11,0:05:26,1125of 8179,1060of 6534,40 to 44 yrs Male
7714,RAJEEV GUTTE,0:52:34,0:05:16,946of 8179,893of 6534,35 to 39 yrs Male
7719,GOPAL P L,0:57:41,0:05:47,1582of 8179,1486of 6534,40 to 44 yrs Male
7721,SATYASHIL NAIK,0:52:55,0:05:18,980of 8179,924of 6534,45 to 49 yrs Male
7722,BASAVARAJ KOTI,1:25:34,0:08:34,6286of 8179,5369of 6534,60 to 64 yrs Male
7723,PRASHANT TUBACHI,1:00:40,0:06:04,2106of 8179,1966of 6534,40 to 44 yrs Male
7724,SUSHRUT KULKARNI,1:09:44,0:06:59,3770of 8179,3403of 6534,40 to 44 yrs Male
7725,KRISHNA PRAKASH MAHESHWARI,1:07:34,0:06:46,3373of 8179,3062of 6534,50 to 54 yrs Male
7726,RAKESH SHARMA,0:52:10,0:05:13,901of 8179,851of 6534,40 to 44 yrs Male
7727,NURUDDIN MD,0:53:14,0:05:20,1018of 8179,961of 6534,45 to 49 yrs Male
7728,DARSHAN BANGERA,0:46:40,0:04:40,373of 8179,353of 6534,35 to 39 yrs Male
7730,RISHI VASUDEV,0:52:27,0:05:15,934of 8179,881of 6534,45 to 49 yrs Male
7731,THANDESWARAN PERIYASAMY,0:55:46,0:05:35,1322of 8179,1243of 6534,40 to 44 yrs Male
7732,VIKAS ROHATGI,1:09:45,0:06:59,3773of 8179,3406of 6534,40 to 44 yrs Male
7733,KARTHIK GOWDA P,1:35:54,0:09:36,7334of 8179,6066of 6534,30 to 34 yrs Male
7734,PRADYUMNA NAYAK,0:45:59,0:04:36,322of 8179,304of 6534,35 to 39 yrs Male
7736,AMIT GUPTA,1:24:24,0:08:27,6163of 8179,5286of 6534,35 to 39 yrs Male
7737,SUNDEEP BOKADIA,1:32:56,0:09:18,7085of 8179,5915of 6534,35 to 39 yrs Male
7738,AMULYANANDA MOHANTY,1:04:15,0:06:26,2773of 8179,2555of 6534,55 to 59 yrs Male
7739,PANKAJ SINGH,0:54:21,0:05:27,1147of 8179,1081of 6534,50 to 54 yrs Male
7740,SHRAVAN HARISHANKAR,0:40:53,0:04:06,130of 8179,127of 6534,15 to 19 yrs Male
7741,NISHANT BAID,1:09:26,0:06:57,3703of 8179,3343of 6534,30 to 34 yrs Male
7742,RAHUL G R,1:07:38,0:06:46,3388of 8179,3073of 6534,30 to 34 yrs Male
7743,RAJNIKANT PARMAR,1:01:03,0:06:07,2180of 8179,2031of 6534,55 to 59 yrs Male
7745,GANGADHAR YUVARAJ,1:12:49,0:07:17,4294of 8179,3847of 6534,50 to 54 yrs Male
7747,ALOK JAISWAL,1:21:10,0:08:07,5732of 8179,4972of 6534,35 to 39 yrs Male
7749,PAVAN BALAJI,1:33:49,0:09:23,7172of 8179,5971of 6534,25 to 29 yrs Male
7750,ANANTH SREENIVAS,1:29:44,0:08:59,6809of 8179,5748of 6534,30 to 34 yrs Male
7751,KARTIKEYA RAMA,1:18:33,0:07:52,5306of 8179,4630of 6534,30 to 34 yrs Male
7754,ARAVIND SARANGAPAANI,1:07:18,0:06:44,3331of 8179,3028of 6534,25 to 29 yrs Male
7755,AMAN SRIVASTAVA,1:00:14,0:06:02,2029of 8179,1896of 6534,25 to 29 yrs Male
7756,SAMEER WADHERA,0:55:54,0:05:36,1338of 8179,1258of 6534,40 to 44 yrs Male
7757,CHANDAN AIYAPPA,0:55:55,0:05:36,1341of 8179,1261of 6534,35 to 39 yrs Male
7758,ANAND CHHABBI,0:54:56,0:05:30,1220of 8179,1148of 6534,40 to 44 yrs Male
7759,HARISH RAMACHANDRAN,1:19:46,0:07:59,5507of 8179,4791of 6534,40 to 44 yrs Male
7760,NAVEEN ABHISHEK,0:51:10,0:05:07,793of 8179,750of 6534,40 to 44 yrs Male
7762,DARREL LAWRANCE DSOUZA,1:16:52,0:07:42,5030of 8179,4424of 6534,25 to 29 yrs Male
7763,ANUJ KAPOOR,1:19:09,0:07:55,5396of 8179,4705of 6534,50 to 54 yrs Male
7764,RAGHUNATH C V,0:50:01,0:05:01,678of 8179,639of 6534,50 to 54 yrs Male
7765,RAVI CHUKKA,0:49:22,0:04:57,604of 8179,572of 6534,25 to 29 yrs Male
7766,ARJUN KRISHNAN,1:06:06,0:06:37,3116of 8179,2841of 6534,20 to 24 yrs Male
7767,SAMEER JOSHI,1:11:34,0:07:10,4089of 8179,3674of 6534,45 to 49 yrs Male
7768,SUMEET PAI,1:01:29,0:06:09,2260of 8179,2099of 6534,45 to 49 yrs Male
7769,VENKATAKRISHNAN GOPALAKRISHNAN,1:38:20,0:09:50,7493of 8179,6164of 6534,30 to 34 yrs Male
7770,SANTOSH SINGH,0:50:04,0:05:01,685of 8179,646of 6534,45 to 49 yrs Male
7772,KARTHIK NARAYANAN,1:09:41,0:06:59,3760of 8179,3394of 6534,20 to 24 yrs Male
7773,GOPAL KOTHARI,1:07:00,0:06:42,3263of 8179,2967of 6534,45 to 49 yrs Male
7775,ANUPAM KUMAR,1:01:21,0:06:09,2230of 8179,2070of 6534,40 to 44 yrs Male
7779,RAJESH PATIL,1:12:45,0:07:17,4281of 8179,3836of 6534,55 to 59 yrs Male
7780,DHAWAL PANDYA,1:12:13,0:07:14,4181of 8179,3750of 6534,40 to 44 yrs Male
7781,BHARATH RAMESH,1:16:20,0:07:38,4925of 8179,4345of 6534,25 to 29 yrs Male
7782,JAGADISH REDDY,0:48:38,0:04:52,532of 8179,504of 6534,55 to 59 yrs Male
7783,PROJJWAL SAHA,1:13:27,0:07:21,4412of 8179,3946of 6534,35 to 39 yrs Male
7785,MOHIT SINGH,1:18:38,0:07:52,5321of 8179,4639of 6534,30 to 34 yrs Male
7787,NANDEESHA PM,0:45:42,0:04:35,301of 8179,286of 6534,45 to 49 yrs Male
7789,SANJAY KUMAR,1:02:18,0:06:14,2394of 8179,2224of 6534,45 to 49 yrs Male
7790,SANGANABASAPPA KINAGI,0:55:33,0:05:34,1298of 8179,1219of 6534,55 to 59 yrs Male
7791,KIRAN MURTHY,1:00:18,0:06:02,2036of 8179,1902of 6534,25 to 29 yrs Male
7793,PREET SINGH KHALSA,0:58:52,0:05:54,1777of 8179,1660of 6534,20 to 24 yrs Male
7794,ALOK AGGARWAL,0:51:59,0:05:12,881of 8179,833of 6534,45 to 49 yrs Male
7796,NITHISH KUMAR M,0:58:06,0:05:49,1641of 8179,1541of 6534,20 to 24 yrs Male
